=== ECLAT RARE MIXED - RARE ITEMSETS MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 5 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 04:18:25 ICT 2025
Output folder: release/EclatRare/
Optimization: BitSet for improved performance

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 5
- Chấp nhận patterns chứa cả frequent và rare items

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 5
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)
Optimization: BitSet for improved performance

--- 1-itemsets HIẾM (MIXED) ---
2  #SUP: 53313 (15.67%)
16 39 46  #SUP: 55904 (16.43%)
16 39 53  #SUP: 52458 (15.42%)
16 39 60  #SUP: 60005 (17.64%)
16 39 80  #SUP: 52289 (15.37%)
16 46 53  #SUP: 58793 (17.28%)
16 46 56  #SUP: 51200 (15.05%)
16 46 60  #SUP: 62510 (18.38%)
16 46 64  #SUP: 62413 (18.35%)
16 46 80  #SUP: 56321 (16.56%)
16 53 56  #SUP: 69552 (20.45%)
16 53 60  #SUP: 54456 (16.01%)
16 53 80  #SUP: 64918 (19.08%)
16 56 80  #SUP: 64677 (19.01%)
16 60 80  #SUP: 52872 (15.54%)
16 80 84  #SUP: 54347 (15.98%)
17 23 26  #SUP: 61557 (18.10%)
17 23 30  #SUP: 69417 (20.41%)
17 23 35  #SUP: 52045 (15.30%)
17 23 39  #SUP: 63440 (18.65%)
17 23 60  #SUP: 52852 (15.54%)
17 26 30  #SUP: 64826 (19.06%)
17 26 39  #SUP: 58929 (17.32%)
17 26 46  #SUP: 55991 (16.46%)
17 26 53  #SUP: 53399 (15.70%)
17 26 60  #SUP: 56075 (16.48%)
17 26 80  #SUP: 54211 (15.94%)
17 30 46  #SUP: 64029 (18.82%)
17 30 53  #SUP: 57414 (16.88%)
17 30 56  #SUP: 51179 (15.04%)
17 30 60  #SUP: 63044 (18.53%)
17 30 80  #SUP: 57636 (16.94%)
17 39 46  #SUP: 56653 (16.65%)
17 39 53  #SUP: 53353 (15.68%)
17 39 60  #SUP: 60832 (17.88%)
17 39 80  #SUP: 53132 (15.62%)
17 46 53  #SUP: 59334 (17.44%)
17 46 56  #SUP: 51823 (15.23%)
17 46 60  #SUP: 63084 (18.54%)
17 46 64  #SUP: 63324 (18.61%)
17 46 80  #SUP: 57014 (16.76%)
17 53 56  #SUP: 70589 (20.75%)
17 53 60  #SUP: 55004 (16.17%)
17 53 80  #SUP: 66112 (19.43%)
17 56 80  #SUP: 65867 (19.36%)
17 60 80  #SUP: 53505 (15.73%)
17 80 84  #SUP: 55488 (16.31%)
18 23 26  #SUP: 61435 (18.06%)
18 23 30  #SUP: 69290 (20.37%)
18 23 35  #SUP: 51985 (15.28%)
18 23 39  #SUP: 63231 (18.59%)
18 23 60  #SUP: 52877 (15.54%)
18 26 30  #SUP: 64703 (19.02%)
18 26 39  #SUP: 58845 (17.30%)
18 26 46  #SUP: 55915 (16.44%)
18 26 53  #SUP: 53326 (15.68%)
18 26 60  #SUP: 56090 (16.49%)
18 26 80  #SUP: 54146 (15.92%)
18 30 46  #SUP: 63980 (18.81%)
18 30 53  #SUP: 57183 (16.81%)
18 30 56  #SUP: 51069 (15.01%)
18 30 60  #SUP: 63024 (18.53%)
18 30 80  #SUP: 57446 (16.89%)
18 39 46  #SUP: 56612 (16.64%)
18 39 53  #SUP: 53152 (15.62%)
18 39 60  #SUP: 60908 (17.90%)
18 39 80  #SUP: 53174 (15.63%)
18 46 53  #SUP: 59199 (17.40%)
18 46 56  #SUP: 51619 (15.17%)
18 46 60  #SUP: 62974 (18.51%)
18 46 64  #SUP: 63200 (18.58%)
18 46 80  #SUP: 56967 (16.75%)
18 53 56  #SUP: 70300 (20.67%)
18 53 60  #SUP: 55056 (16.18%)
18 53 80  #SUP: 65805 (19.34%)
18 56 80  #SUP: 65651 (19.30%)
18 60 80  #SUP: 53456 (15.71%)
18 80 84  #SUP: 55354 (16.27%)
21 23 26  #SUP: 56789 (16.69%)
21 23 30  #SUP: 65403 (19.23%)
21 23 39  #SUP: 60083 (17.66%)
21 26 30  #SUP: 60769 (17.86%)
21 26 39  #SUP: 55790 (16.40%)
21 26 60  #SUP: 51124 (15.03%)
21 26 80  #SUP: 51106 (15.02%)
21 30 46  #SUP: 58285 (17.13%)
21 30 53  #SUP: 54491 (16.02%)
21 30 60  #SUP: 58782 (17.28%)
21 30 80  #SUP: 54940 (16.15%)
21 39 46  #SUP: 52578 (15.46%)
21 39 53  #SUP: 51259 (15.07%)
21 39 60  #SUP: 57710 (16.96%)
21 39 80  #SUP: 51274 (15.07%)
21 46 53  #SUP: 54228 (15.94%)
21 46 60  #SUP: 54966 (16.16%)
21 46 64  #SUP: 55134 (16.21%)
21 46 80  #SUP: 52078 (15.31%)
21 53 56  #SUP: 66853 (19.65%)
21 53 60  #SUP: 51156 (15.04%)
21 53 80  #SUP: 62326 (18.32%)
21 56 80  #SUP: 62321 (18.32%)
21 80 84  #SUP: 52141 (15.33%)
22 53 56  #SUP: 51543 (15.15%)
23 24 25  #SUP: 71275 (20.95%)
23 24 27  #SUP: 83211 (24.46%)
23 24 28  #SUP: 73656 (21.65%)
23 24 29  #SUP: 88499 (26.02%)
23 24 30  #SUP: 53996 (15.87%)
23 24 31  #SUP: 91466 (26.89%)
23 24 38  #SUP: 61049 (17.95%)
23 24 41  #SUP: 73639 (21.65%)
23 24 43  #SUP: 79480 (23.36%)
23 24 59  #SUP: 64959 (19.10%)
23 24 63  #SUP: 65564 (19.27%)
23 25 27  #SUP: 72757 (21.39%)
23 25 28  #SUP: 68722 (20.20%)
23 25 29  #SUP: 78118 (22.96%)
23 25 31  #SUP: 81534 (23.97%)
23 25 38  #SUP: 54470 (16.01%)
23 25 41  #SUP: 64526 (18.97%)
23 25 43  #SUP: 72379 (21.28%)
23 25 59  #SUP: 56804 (16.70%)
23 25 63  #SUP: 58704 (17.26%)
23 26 27  #SUP: 53194 (15.64%)
23 26 29  #SUP: 54934 (16.15%)
23 26 31  #SUP: 57502 (16.90%)
23 27 28  #SUP: 77998 (22.93%)
23 27 29  #SUP: 94334 (27.73%)
23 27 30  #SUP: 61589 (18.10%)
23 27 31  #SUP: 98886 (29.07%)
23 27 38  #SUP: 66963 (19.68%)
23 27 39  #SUP: 54861 (16.13%)
23 27 41  #SUP: 80058 (23.53%)
23 27 43  #SUP: 84750 (24.91%)
23 27 59  #SUP: 70895 (20.84%)
23 27 63  #SUP: 68716 (20.20%)
23 28 29  #SUP: 81722 (24.02%)
23 28 31  #SUP: 87243 (25.65%)
23 28 38  #SUP: 57724 (16.97%)
23 28 41  #SUP: 70673 (20.77%)
23 28 43  #SUP: 74136 (21.79%)
23 28 59  #SUP: 61818 (18.17%)
23 28 63  #SUP: 60268 (17.72%)
23 29 30  #SUP: 61962 (18.21%)
23 29 31  #SUP: 102851 (30.23%)
23 29 38  #SUP: 69432 (20.41%)
23 29 39  #SUP: 56915 (16.73%)
23 29 41  #SUP: 84439 (24.82%)
23 29 43  #SUP: 88622 (26.05%)
23 29 59  #SUP: 73612 (21.64%)
23 29 63  #SUP: 72687 (21.37%)
23 30 31  #SUP: 64813 (19.05%)
23 30 41  #SUP: 51950 (15.27%)
23 30 43  #SUP: 55028 (16.18%)
23 31 38  #SUP: 72281 (21.25%)
23 31 39  #SUP: 59628 (17.53%)
23 31 41  #SUP: 89447 (26.29%)
23 31 43  #SUP: 92264 (27.12%)
23 31 59  #SUP: 78762 (23.15%)
23 31 63  #SUP: 75803 (22.28%)
23 38 41  #SUP: 60020 (17.64%)
23 38 43  #SUP: 62653 (18.42%)
23 38 59  #SUP: 53013 (15.58%)
23 38 63  #SUP: 51131 (15.03%)
23 41 43  #SUP: 75232 (22.12%)
23 41 59  #SUP: 71600 (21.05%)
23 41 63  #SUP: 61145 (17.97%)
23 43 59  #SUP: 68079 (20.01%)
23 43 63  #SUP: 64980 (19.10%)
23 59 63  #SUP: 51599 (15.17%)
24 26 30  #SUP: 51618 (15.17%)
24 30 46  #SUP: 52369 (15.39%)
24 46 60  #SUP: 52016 (15.29%)
24 46 64  #SUP: 52543 (15.45%)
24 53 56  #SUP: 58901 (17.31%)
24 53 80  #SUP: 54745 (16.09%)
24 56 80  #SUP: 54474 (16.01%)
25 46 60  #SUP: 53350 (15.68%)
25 46 64  #SUP: 51673 (15.19%)
25 53 56  #SUP: 53955 (15.86%)
26 27 28  #SUP: 77544 (22.79%)
26 27 29  #SUP: 89140 (26.20%)
26 27 30  #SUP: 57640 (16.94%)
26 27 31  #SUP: 95376 (28.04%)
26 27 39  #SUP: 51507 (15.14%)
26 27 41  #SUP: 82439 (24.23%)
26 27 43  #SUP: 86603 (25.46%)
26 27 59  #SUP: 78627 (23.11%)
26 27 63  #SUP: 65385 (19.22%)
26 28 29  #SUP: 80960 (23.80%)
26 28 31  #SUP: 88097 (25.90%)
26 28 41  #SUP: 75868 (22.30%)
26 28 43  #SUP: 79706 (23.43%)
26 28 59  #SUP: 72469 (21.30%)
26 28 63  #SUP: 60461 (17.77%)
26 29 30  #SUP: 58342 (17.15%)
26 29 31  #SUP: 98819 (29.05%)
26 29 39  #SUP: 52498 (15.43%)
26 29 41  #SUP: 85639 (25.17%)
26 29 43  #SUP: 89937 (26.44%)
26 29 59  #SUP: 81027 (23.82%)
26 29 63  #SUP: 68997 (20.28%)
26 30 31  #SUP: 61902 (18.20%)
26 30 41  #SUP: 53089 (15.61%)
26 30 43  #SUP: 55792 (16.40%)
26 31 39  #SUP: 56496 (16.61%)
26 31 41  #SUP: 92603 (27.22%)
26 31 43  #SUP: 96246 (28.29%)
26 31 46  #SUP: 53619 (15.76%)
26 31 53  #SUP: 52442 (15.42%)
26 31 59  #SUP: 88362 (25.97%)
26 31 60  #SUP: 54640 (16.06%)
26 31 63  #SUP: 73500 (21.61%)
26 31 80  #SUP: 52869 (15.54%)
26 41 43  #SUP: 83477 (24.54%)
26 41 59  #SUP: 80748 (23.74%)
26 41 63  #SUP: 64022 (18.82%)
26 43 46  #SUP: 52144 (15.33%)
26 43 59  #SUP: 81003 (23.81%)
26 43 63  #SUP: 66943 (19.68%)
26 43 80  #SUP: 51433 (15.12%)
26 59 63  #SUP: 59162 (17.39%)
27 30 46  #SUP: 55553 (16.33%)
27 30 53  #SUP: 52105 (15.32%)
27 30 60  #SUP: 57261 (16.83%)
27 30 80  #SUP: 52381 (15.40%)
27 39 60  #SUP: 55195 (16.23%)
27 46 53  #SUP: 52036 (15.30%)
27 46 60  #SUP: 53326 (15.68%)
27 46 64  #SUP: 52743 (15.50%)
27 53 56  #SUP: 63664 (18.71%)
27 53 80  #SUP: 59355 (17.45%)
27 56 80  #SUP: 59544 (17.50%)
28 30 46  #SUP: 53313 (15.67%)
28 30 60  #SUP: 52409 (15.41%)
28 46 53  #SUP: 51719 (15.20%)
28 46 60  #SUP: 56363 (16.57%)
28 46 64  #SUP: 54263 (15.95%)
28 53 56  #SUP: 57688 (16.96%)
28 53 80  #SUP: 53798 (15.81%)
28 56 80  #SUP: 53061 (15.60%)
29 30 46  #SUP: 56993 (16.75%)
29 30 53  #SUP: 51767 (15.22%)
29 30 80  #SUP: 51884 (15.25%)
29 46 53  #SUP: 52325 (15.38%)
29 46 64  #SUP: 55290 (16.25%)
29 53 56  #SUP: 62961 (18.51%)
29 53 80  #SUP: 59119 (17.38%)
29 56 80  #SUP: 58770 (17.28%)
30 31 38  #SUP: 79922 (23.49%)
30 31 41  #SUP: 102078 (30.01%)
30 31 43  #SUP: 108230 (31.82%)
30 31 46  #SUP: 61166 (17.98%)
30 31 53  #SUP: 56284 (16.55%)
30 31 59  #SUP: 94157 (27.68%)
30 31 60  #SUP: 61503 (18.08%)
30 31 63  #SUP: 81232 (23.88%)
30 31 80  #SUP: 56027 (16.47%)
30 38 41  #SUP: 68412 (20.11%)
30 38 43  #SUP: 72772 (21.39%)
30 38 59  #SUP: 63176 (18.57%)
30 38 63  #SUP: 54753 (16.10%)
30 41 43  #SUP: 90636 (26.64%)
30 41 46  #SUP: 52806 (15.52%)
30 41 53  #SUP: 51405 (15.11%)
30 41 59  #SUP: 84998 (24.99%)
30 41 60  #SUP: 53301 (15.67%)
30 41 63  #SUP: 68495 (20.13%)
30 43 46  #SUP: 59137 (17.38%)
30 43 53  #SUP: 52053 (15.30%)
30 43 59  #SUP: 85518 (25.14%)
30 43 60  #SUP: 54867 (16.13%)
30 43 63  #SUP: 73759 (21.68%)
30 43 80  #SUP: 54657 (16.07%)
30 46 59  #SUP: 51306 (15.08%)
30 53 59  #SUP: 52016 (15.29%)
30 59 63  #SUP: 61571 (18.10%)
31 39 46  #SUP: 54354 (15.98%)
31 39 53  #SUP: 52393 (15.40%)
31 39 60  #SUP: 59344 (17.44%)
31 39 80  #SUP: 51686 (15.19%)
31 46 53  #SUP: 57997 (17.05%)
31 46 60  #SUP: 61358 (18.04%)
31 46 64  #SUP: 60446 (17.77%)
31 46 80  #SUP: 55100 (16.20%)
31 53 56  #SUP: 69282 (20.37%)
31 53 60  #SUP: 54010 (15.88%)
31 53 80  #SUP: 64669 (19.01%)
31 56 80  #SUP: 64559 (18.98%)
31 60 80  #SUP: 52376 (15.40%)
31 80 84  #SUP: 53450 (15.71%)
39 41 43  #SUP: 83965 (24.68%)
39 41 59  #SUP: 79203 (23.28%)
39 41 60  #SUP: 51874 (15.25%)
39 41 63  #SUP: 63313 (18.61%)
39 43 46  #SUP: 52445 (15.42%)
39 43 59  #SUP: 79426 (23.35%)
39 43 60  #SUP: 53002 (15.58%)
39 43 63  #SUP: 64766 (19.04%)
39 59 63  #SUP: 57032 (16.77%)
41 46 53  #SUP: 53515 (15.73%)
41 46 60  #SUP: 53837 (15.83%)
41 46 64  #SUP: 52138 (15.33%)
41 53 56  #SUP: 66475 (19.54%)
41 53 80  #SUP: 60597 (17.81%)
41 56 80  #SUP: 61463 (18.07%)
43 46 53  #SUP: 55716 (16.38%)
43 46 60  #SUP: 58476 (17.19%)
43 46 64  #SUP: 59141 (17.39%)
43 46 80  #SUP: 55075 (16.19%)
43 53 56  #SUP: 65664 (19.30%)
43 53 80  #SUP: 63071 (18.54%)
43 56 80  #SUP: 62956 (18.51%)
43 60 80  #SUP: 51221 (15.06%)
43 80 84  #SUP: 53501 (15.73%)
46 53 59  #SUP: 55380 (16.28%)
46 59 60  #SUP: 53581 (15.75%)
46 59 63  #SUP: 63131 (18.56%)
46 59 64  #SUP: 51936 (15.27%)
53 56 59  #SUP: 66784 (19.63%)
53 56 80  #SUP: 52518 (15.44%)
53 59 63  #SUP: 63809 (18.76%)
53 59 80  #SUP: 62083 (18.25%)
56 59 63  #SUP: 56155 (16.51%)
56 59 80  #SUP: 62279 (18.31%)

--- 4-itemsets HIẾM (MIXED) ---
5 12 15 16  #SUP: 52894 (15.55%)
5 12 15 17  #SUP: 53478 (15.72%)
5 12 15 18  #SUP: 53395 (15.70%)
5 12 15 31  #SUP: 52119 (15.32%)
5 12 16 17  #SUP: 62754 (18.45%)
5 12 16 18  #SUP: 62646 (18.42%)
5 12 16 21  #SUP: 58931 (17.32%)
5 12 16 27  #SUP: 55874 (16.42%)
5 12 16 29  #SUP: 55774 (16.40%)
5 12 16 31  #SUP: 61118 (17.97%)
5 12 16 41  #SUP: 54289 (15.96%)
5 12 16 43  #SUP: 55089 (16.19%)
5 12 16 59  #SUP: 52070 (15.31%)
5 12 17 18  #SUP: 63455 (18.65%)
5 12 17 21  #SUP: 59690 (17.55%)
5 12 17 27  #SUP: 56429 (16.59%)
5 12 17 28  #SUP: 51417 (15.11%)
5 12 17 29  #SUP: 56562 (16.63%)
5 12 17 31  #SUP: 61900 (18.20%)
5 12 17 41  #SUP: 55012 (16.17%)
5 12 17 43  #SUP: 55726 (16.38%)
5 12 17 59  #SUP: 52717 (15.50%)
5 12 18 21  #SUP: 59606 (17.52%)
5 12 18 27  #SUP: 56402 (16.58%)
5 12 18 28  #SUP: 51312 (15.08%)
5 12 18 29  #SUP: 56444 (16.59%)
5 12 18 31  #SUP: 61782 (18.16%)
5 12 18 41  #SUP: 54854 (16.12%)
5 12 18 43  #SUP: 55657 (16.36%)
5 12 18 59  #SUP: 52683 (15.49%)
5 12 21 27  #SUP: 54573 (16.04%)
5 12 21 29  #SUP: 53345 (15.68%)
5 12 21 31  #SUP: 58310 (17.14%)
5 12 21 41  #SUP: 51804 (15.23%)
5 12 21 43  #SUP: 52413 (15.41%)
5 12 27 31  #SUP: 55002 (16.17%)
5 12 29 31  #SUP: 55043 (16.18%)
5 12 31 41  #SUP: 53811 (15.82%)
5 12 31 43  #SUP: 54269 (15.95%)
5 12 31 59  #SUP: 51612 (15.17%)
5 15 16 17  #SUP: 52991 (15.58%)
5 15 16 18  #SUP: 52952 (15.57%)
5 15 16 31  #SUP: 51634 (15.18%)
5 15 17 18  #SUP: 53505 (15.73%)
5 15 17 31  #SUP: 52252 (15.36%)
5 15 18 31  #SUP: 52135 (15.33%)
5 16 17 18  #SUP: 62693 (18.43%)
5 16 17 21  #SUP: 59003 (17.34%)
5 16 17 27  #SUP: 55997 (16.46%)
5 16 17 29  #SUP: 55893 (16.43%)
5 16 17 31  #SUP: 61191 (17.99%)
5 16 17 41  #SUP: 54367 (15.98%)
5 16 17 43  #SUP: 55070 (16.19%)
5 16 17 59  #SUP: 52158 (15.33%)
5 16 18 21  #SUP: 58913 (17.32%)
5 16 18 27  #SUP: 55934 (16.44%)
5 16 18 29  #SUP: 55808 (16.41%)
5 16 18 31  #SUP: 61051 (17.95%)
5 16 18 41  #SUP: 54188 (15.93%)
5 16 18 43  #SUP: 55024 (16.17%)
5 16 18 59  #SUP: 52089 (15.31%)
5 16 21 27  #SUP: 54092 (15.90%)
5 16 21 29  #SUP: 52734 (15.50%)
5 16 21 31  #SUP: 57622 (16.94%)
5 16 21 41  #SUP: 51189 (15.05%)
5 16 21 43  #SUP: 51814 (15.23%)
5 16 27 31  #SUP: 54570 (16.04%)
5 16 29 31  #SUP: 54399 (15.99%)
5 16 31 41  #SUP: 53133 (15.62%)
5 16 31 43  #SUP: 53628 (15.76%)
5 17 18 21  #SUP: 59642 (17.53%)
5 17 18 27  #SUP: 56517 (16.61%)
5 17 18 28  #SUP: 51414 (15.11%)
5 17 18 29  #SUP: 56582 (16.63%)
5 17 18 31  #SUP: 61830 (18.18%)
5 17 18 41  #SUP: 54921 (16.14%)
5 17 18 43  #SUP: 55651 (16.36%)
5 17 18 59  #SUP: 52788 (15.52%)
5 17 21 27  #SUP: 54663 (16.07%)
5 17 21 29  #SUP: 53465 (15.72%)
5 17 21 31  #SUP: 58400 (17.17%)
5 17 21 41  #SUP: 51869 (15.25%)
5 17 21 43  #SUP: 52414 (15.41%)
5 17 27 31  #SUP: 55175 (16.22%)
5 17 29 31  #SUP: 55208 (16.23%)
5 17 31 41  #SUP: 53926 (15.85%)
5 17 31 43  #SUP: 54296 (15.96%)
5 17 31 59  #SUP: 51730 (15.21%)
5 18 21 27  #SUP: 54647 (16.06%)
5 18 21 29  #SUP: 53389 (15.69%)
5 18 21 31  #SUP: 58254 (17.12%)
5 18 21 41  #SUP: 51732 (15.21%)
5 18 21 43  #SUP: 52355 (15.39%)
5 18 27 31  #SUP: 55079 (16.19%)
5 18 29 31  #SUP: 55084 (16.19%)
5 18 31 41  #SUP: 53709 (15.79%)
5 18 31 43  #SUP: 54189 (15.93%)
5 18 31 59  #SUP: 51658 (15.19%)
5 21 27 31  #SUP: 53393 (15.70%)
5 21 29 31  #SUP: 52211 (15.35%)
5 21 31 43  #SUP: 51219 (15.06%)
23 24 25 27  #SUP: 51553 (15.15%)
23 24 25 29  #SUP: 56455 (16.60%)
23 24 25 31  #SUP: 58618 (17.23%)
23 24 25 43  #SUP: 52414 (15.41%)
23 24 27 28  #SUP: 54563 (16.04%)
23 24 27 29  #SUP: 66568 (19.57%)
23 24 27 31  #SUP: 69223 (20.35%)
23 24 27 41  #SUP: 56302 (16.55%)
23 24 27 43  #SUP: 60001 (17.64%)
23 24 28 29  #SUP: 58376 (17.16%)
23 24 28 31  #SUP: 62130 (18.26%)
23 24 28 43  #SUP: 53146 (15.62%)
23 24 29 31  #SUP: 73425 (21.58%)
23 24 29 41  #SUP: 60322 (17.73%)
23 24 29 43  #SUP: 63898 (18.78%)
23 24 29 59  #SUP: 53507 (15.73%)
23 24 29 63  #SUP: 52464 (15.42%)
23 24 31 38  #SUP: 51101 (15.02%)
23 24 31 41  #SUP: 63785 (18.75%)
23 24 31 43  #SUP: 66203 (19.46%)
23 24 31 59  #SUP: 57239 (16.83%)
23 24 31 63  #SUP: 54240 (15.94%)
23 24 41 43  #SUP: 53965 (15.86%)
23 24 41 59  #SUP: 51786 (15.22%)
23 25 27 29  #SUP: 56635 (16.65%)
23 25 27 31  #SUP: 59848 (17.59%)
23 25 27 43  #SUP: 52861 (15.54%)
23 25 28 29  #SUP: 53320 (15.67%)
23 25 28 31  #SUP: 57350 (16.86%)
23 25 29 31  #SUP: 64008 (18.82%)
23 25 29 41  #SUP: 51929 (15.27%)
23 25 29 43  #SUP: 57043 (16.77%)
23 25 31 41  #SUP: 55449 (16.30%)
23 25 31 43  #SUP: 59559 (17.51%)
23 27 28 29  #SUP: 60993 (17.93%)
23 27 28 31  #SUP: 65792 (19.34%)
23 27 28 41  #SUP: 53697 (15.78%)
23 27 28 43  #SUP: 55420 (16.29%)
23 27 29 31  #SUP: 78462 (23.06%)
23 27 29 38  #SUP: 53520 (15.73%)
23 27 29 41  #SUP: 65149 (19.15%)
23 27 29 43  #SUP: 67378 (19.81%)
23 27 29 59  #SUP: 57845 (17.00%)
23 27 29 63  #SUP: 54181 (15.93%)
23 27 30 31  #SUP: 51900 (15.26%)
23 27 31 38  #SUP: 56204 (16.52%)
23 27 31 41  #SUP: 69371 (20.39%)
23 27 31 43  #SUP: 70667 (20.77%)
23 27 31 59  #SUP: 62250 (18.30%)
23 27 31 63  #SUP: 56982 (16.75%)
23 27 41 43  #SUP: 58031 (17.06%)
23 27 41 59  #SUP: 56652 (16.65%)
23 27 43 59  #SUP: 53794 (15.81%)
23 28 29 31  #SUP: 68711 (20.20%)
23 28 29 41  #SUP: 56957 (16.74%)
23 28 29 43  #SUP: 58373 (17.16%)
23 28 31 41  #SUP: 61155 (17.98%)
23 28 31 43  #SUP: 62329 (18.32%)
23 28 31 59  #SUP: 54065 (15.89%)
23 28 41 43  #SUP: 51344 (15.09%)
23 29 30 31  #SUP: 52077 (15.31%)
23 29 31 38  #SUP: 58108 (17.08%)
23 29 31 41  #SUP: 72958 (21.45%)
23 29 31 43  #SUP: 73567 (21.63%)
23 29 31 59  #SUP: 64598 (18.99%)
23 29 31 63  #SUP: 60098 (17.67%)
23 29 41 43  #SUP: 61198 (17.99%)
23 29 41 59  #SUP: 58742 (17.27%)
23 29 43 59  #SUP: 55734 (16.38%)
23 29 43 63  #SUP: 51727 (15.21%)
23 31 38 41  #SUP: 51981 (15.28%)
23 31 38 43  #SUP: 52568 (15.45%)
23 31 41 43  #SUP: 65050 (19.12%)
23 31 41 59  #SUP: 62942 (18.50%)
23 31 41 63  #SUP: 52774 (15.51%)
23 31 43 59  #SUP: 59733 (17.56%)
23 31 43 63  #SUP: 53934 (15.85%)
23 41 43 59  #SUP: 54221 (15.94%)
26 27 28 29  #SUP: 61167 (17.98%)
26 27 28 31  #SUP: 66849 (19.65%)
26 27 28 41  #SUP: 58025 (17.06%)
26 27 28 43  #SUP: 60276 (17.72%)
26 27 28 59  #SUP: 55750 (16.39%)
26 27 29 31  #SUP: 76126 (22.38%)
26 27 29 41  #SUP: 66568 (19.57%)
26 27 29 43  #SUP: 69129 (20.32%)
26 27 29 59  #SUP: 63214 (18.58%)
26 27 29 63  #SUP: 52264 (15.36%)
26 27 31 41  #SUP: 72122 (21.20%)
26 27 31 43  #SUP: 74202 (21.81%)
26 27 31 59  #SUP: 69215 (20.35%)
26 27 31 63  #SUP: 55767 (16.39%)
26 27 41 43  #SUP: 64869 (19.07%)
26 27 41 59  #SUP: 63467 (18.66%)
26 27 43 59  #SUP: 63384 (18.63%)
26 28 29 31  #SUP: 69657 (20.48%)
26 28 29 41  #SUP: 60585 (17.81%)
26 28 29 43  #SUP: 62959 (18.51%)
26 28 29 59  #SUP: 57772 (16.98%)
26 28 31 41  #SUP: 66217 (19.47%)
26 28 31 43  #SUP: 68660 (20.18%)
26 28 31 59  #SUP: 63502 (18.67%)
26 28 31 63  #SUP: 52120 (15.32%)
26 28 41 43  #SUP: 59763 (17.57%)
26 28 41 59  #SUP: 57894 (17.02%)
26 28 43 59  #SUP: 58429 (17.18%)
26 29 31 41  #SUP: 74783 (21.98%)
26 29 31 43  #SUP: 76825 (22.58%)
26 29 31 59  #SUP: 71287 (20.96%)
26 29 31 63  #SUP: 58710 (17.26%)
26 29 41 43  #SUP: 67157 (19.74%)
26 29 41 59  #SUP: 65118 (19.14%)
26 29 41 63  #SUP: 51733 (15.21%)
26 29 43 59  #SUP: 65142 (19.15%)
26 29 43 63  #SUP: 53495 (15.73%)
26 31 41 43  #SUP: 72972 (21.45%)
26 31 41 59  #SUP: 71099 (20.90%)
26 31 41 63  #SUP: 55924 (16.44%)
26 31 43 59  #SUP: 71257 (20.95%)
26 31 43 63  #SUP: 57249 (16.83%)
26 31 59 63  #SUP: 52154 (15.33%)
26 41 43 59  #SUP: 65114 (19.14%)
30 31 38 41  #SUP: 59811 (17.58%)
30 31 38 43  #SUP: 62265 (18.30%)
30 31 38 59  #SUP: 55620 (16.35%)
30 31 41 43  #SUP: 79236 (23.29%)
30 31 41 59  #SUP: 75069 (22.07%)
30 31 41 63  #SUP: 59813 (17.58%)
30 31 43 59  #SUP: 75361 (22.15%)
30 31 43 63  #SUP: 62747 (18.45%)
30 31 59 63  #SUP: 54351 (15.98%)
30 38 41 43  #SUP: 53675 (15.78%)
30 41 43 59  #SUP: 67850 (19.95%)
30 41 43 63  #SUP: 53429 (15.71%)
39 41 43 59  #SUP: 62857 (18.48%)

--- 5-itemsets HIẾM (MIXED) ---
5 12 16 17 18  #SUP: 56408 (16.58%)
5 12 16 17 21  #SUP: 53056 (15.60%)
5 12 16 17 31  #SUP: 55069 (16.19%)
5 12 16 18 21  #SUP: 52975 (15.57%)
5 12 16 18 31  #SUP: 54958 (16.16%)
5 12 16 21 31  #SUP: 51851 (15.24%)
5 12 17 18 21  #SUP: 53658 (15.77%)
5 12 17 18 31  #SUP: 55669 (16.36%)
5 12 17 21 31  #SUP: 52526 (15.44%)
5 12 18 21 31  #SUP: 52433 (15.41%)
5 16 17 18 21  #SUP: 53001 (15.58%)
5 16 17 18 31  #SUP: 54969 (16.16%)
5 16 17 21 31  #SUP: 51897 (15.26%)
5 16 18 21 31  #SUP: 51788 (15.22%)
5 17 18 21 31  #SUP: 52448 (15.42%)
23 24 27 29 31  #SUP: 55410 (16.29%)
23 24 29 31 41  #SUP: 52267 (15.36%)
23 24 29 31 43  #SUP: 53192 (15.64%)
23 27 28 29 31  #SUP: 51553 (15.15%)
23 27 29 31 41  #SUP: 56496 (16.61%)
23 27 29 31 43  #SUP: 56183 (16.52%)
23 29 31 41 43  #SUP: 52936 (15.56%)
