=== RP-GROWTH MIXED - RARE PATTERN MINING ===
File dữ liệu: accidents.hui
MinRareSupport (minsup): 15.0%
MinFrequentSupport (maxsup): 50.0%
MinSize: 1 items
MaxSize: 4 items
Mode: MIXED (Frequent + Rare Items)
Thời gian bắt đầu: Thu Jun 05 10:37:15 ICT 2025
Output folder: release/RPGrowth/

========== ĐỊNH NGHĨA MIXED MODE ==========
- Rare Item: MRT < Support(X) <= MFT
- Frequent Item: Support(X) > MFT
- Infrequent Item: Support(X) <= MRT
- Rare ItemSet: MRT < Support(Pattern) <= MFT AND có ít nhất 1 rare item
- Kích thước itemset: 1 <= size <= 4
- Chấp nhận patterns chứa cả frequent và rare items

========== MIXED RARE ITEMSETS ==========
Tìm itemsets với support trong khoảng (15.0%, 50.0%]
Kích thước itemset: 1 <= size <= 4
Điều kiện: Pattern có ít nhất 1 rare item
Mode: MIXED (chấp nhận cả frequent và rare items)

========== DATABASE INFO ==========
Số lượng giao dịch: 340183

--- 1-itemsets HIẾM (MIXED) ---
72  #SUP: 51926 (15.26%)
24 46 59  #SUP: 81867 (24.07%)
27 46 59  #SUP: 82973 (24.39%)
15 46 59  #SUP: 84356 (24.80%)
28 46 59  #SUP: 85664 (25.18%)
41 46 59  #SUP: 85849 (25.24%)
29 46 59  #SUP: 85914 (25.26%)
21 46 59  #SUP: 86389 (25.39%)
43 46 59  #SUP: 91324 (26.85%)
31 46 59  #SUP: 95547 (28.09%)
16 46 59  #SUP: 97134 (28.55%)
12 46 59  #SUP: 97969 (28.80%)
17 46 59  #SUP: 98088 (28.83%)
18 46 59  #SUP: 98105 (28.84%)
25 27 46  #SUP: 78716 (23.14%)
25 41 46  #SUP: 80118 (23.55%)
24 25 46  #SUP: 82444 (24.24%)
21 25 46  #SUP: 83108 (24.43%)
15 25 46  #SUP: 83805 (24.64%)
25 29 46  #SUP: 85066 (25.01%)
25 28 46  #SUP: 86209 (25.34%)
25 43 46  #SUP: 91383 (26.86%)
25 31 46  #SUP: 93297 (27.43%)
16 25 46  #SUP: 97276 (28.60%)
12 25 46  #SUP: 98160 (28.86%)
18 25 46  #SUP: 98348 (28.91%)
17 25 46  #SUP: 98594 (28.98%)
24 41 46  #SUP: 82089 (24.13%)
27 41 46  #SUP: 82619 (24.29%)
15 41 46  #SUP: 84850 (24.94%)
28 41 46  #SUP: 85724 (25.20%)
21 41 46  #SUP: 86046 (25.29%)
29 41 46  #SUP: 86909 (25.55%)
41 43 46  #SUP: 91628 (26.93%)
31 41 46  #SUP: 95966 (28.21%)
16 41 46  #SUP: 97841 (28.76%)
12 41 46  #SUP: 98718 (29.02%)
18 41 46  #SUP: 98819 (29.05%)
17 41 46  #SUP: 99044 (29.11%)
27 29 46  #SUP: 87250 (25.65%)
27 43 46  #SUP: 92159 (27.09%)
21 27 46  #SUP: 94823 (27.87%)
27 31 46  #SUP: 94882 (27.89%)
16 27 46  #SUP: 98505 (28.96%)
12 27 46  #SUP: 99376 (29.21%)
18 27 46  #SUP: 99419 (29.23%)
17 27 46  #SUP: 99632 (29.29%)
24 27 46  #SUP: 81595 (23.99%)
21 24 46  #SUP: 85938 (25.26%)
24 29 46  #SUP: 87667 (25.77%)
24 43 46  #SUP: 92795 (27.28%)
24 31 46  #SUP: 95459 (28.06%)
16 24 46  #SUP: 98893 (29.07%)
12 24 46  #SUP: 99875 (29.36%)
18 24 46  #SUP: 99992 (29.39%)
17 24 46  #SUP: 100237 (29.47%)
15 24 46  #SUP: 84936 (24.97%)
15 27 46  #SUP: 85416 (25.11%)
15 21 46  #SUP: 88798 (26.10%)
15 29 46  #SUP: 89224 (26.23%)
15 43 46  #SUP: 94940 (27.91%)
15 31 46  #SUP: 97818 (28.75%)
15 16 46  #SUP: 101253 (29.76%)
12 15 46  #SUP: 102211 (30.05%)
15 18 46  #SUP: 102383 (30.10%)
15 17 46  #SUP: 102669 (30.18%)
27 28 46  #SUP: 84014 (24.70%)
24 28 46  #SUP: 85940 (25.26%)
21 28 46  #SUP: 87967 (25.86%)
15 28 46  #SUP: 88045 (25.88%)
28 29 46  #SUP: 89528 (26.32%)
28 43 46  #SUP: 95313 (28.02%)
28 31 46  #SUP: 99365 (29.21%)
16 28 46  #SUP: 101853 (29.94%)
12 28 46  #SUP: 103038 (30.29%)
18 28 46  #SUP: 103221 (30.34%)
17 28 46  #SUP: 103394 (30.39%)
21 31 46  #SUP: 99671 (29.30%)
16 21 46  #SUP: 103033 (30.29%)
12 21 46  #SUP: 104223 (30.64%)
18 21 46  #SUP: 104322 (30.67%)
17 21 46  #SUP: 104480 (30.71%)
21 29 46  #SUP: 92674 (27.24%)
29 31 46  #SUP: 100113 (29.43%)
16 29 46  #SUP: 104039 (30.58%)
12 29 46  #SUP: 105322 (30.96%)
18 29 46  #SUP: 105436 (30.99%)
17 29 46  #SUP: 105690 (31.07%)
21 43 46  #SUP: 96830 (28.46%)
29 43 46  #SUP: 97651 (28.71%)
31 43 46  #SUP: 106169 (31.21%)
16 43 46  #SUP: 110399 (32.45%)
12 43 46  #SUP: 111555 (32.79%)
18 43 46  #SUP: 111717 (32.84%)
17 43 46  #SUP: 111898 (32.89%)
16 31 46  #SUP: 113261 (33.29%)
12 31 46  #SUP: 114345 (33.61%)
18 31 46  #SUP: 114472 (33.65%)
17 31 46  #SUP: 114761 (33.74%)
12 16 46  #SUP: 119274 (35.06%)
16 18 46  #SUP: 119363 (35.09%)
16 17 46  #SUP: 119477 (35.12%)
12 17 46  #SUP: 120626 (35.46%)
12 18 46  #SUP: 120583 (35.45%)
17 18 46  #SUP: 120842 (35.52%)
23 30 41  #SUP: 51950 (15.27%)
15 23 30  #SUP: 52790 (15.52%)
23 24 30  #SUP: 53996 (15.87%)
23 30 43  #SUP: 55028 (16.18%)
23 27 30  #SUP: 61589 (18.10%)
23 29 30  #SUP: 61962 (18.21%)
23 30 31  #SUP: 64813 (19.05%)
21 23 30  #SUP: 65403 (19.23%)
16 23 30  #SUP: 67061 (19.71%)
18 23 30  #SUP: 69290 (20.37%)
12 23 30  #SUP: 69309 (20.37%)
17 23 30  #SUP: 69417 (20.41%)
14 23 41  #SUP: 52017 (15.29%)
14 23 28  #SUP: 52903 (15.55%)
14 23 24  #SUP: 56202 (16.52%)
14 23 43  #SUP: 56736 (16.68%)
14 23 27  #SUP: 60126 (17.67%)
14 23 25  #SUP: 60603 (17.81%)
14 23 29  #SUP: 62594 (18.40%)
14 21 23  #SUP: 64680 (19.01%)
14 15 23  #SUP: 65497 (19.25%)
14 23 31  #SUP: 66041 (19.41%)
14 16 23  #SUP: 70667 (20.77%)
14 18 23  #SUP: 71368 (20.98%)
12 14 23  #SUP: 71454 (21.00%)
14 17 23  #SUP: 71497 (21.02%)
23 38 63  #SUP: 51131 (15.03%)
22 23 38  #SUP: 51413 (15.11%)
1 23 38  #SUP: 51717 (15.20%)
8 23 38  #SUP: 52174 (15.34%)
23 38 59  #SUP: 53013 (15.58%)
23 25 38  #SUP: 54470 (16.01%)
23 28 38  #SUP: 57724 (16.97%)
15 23 38  #SUP: 58953 (17.33%)
23 38 41  #SUP: 60020 (17.64%)
23 24 38  #SUP: 61049 (17.95%)
23 38 43  #SUP: 62653 (18.42%)
23 27 38  #SUP: 66963 (19.68%)
23 29 38  #SUP: 69432 (20.41%)
21 23 38  #SUP: 71594 (21.05%)
23 31 38  #SUP: 72281 (21.25%)
16 23 38  #SUP: 74956 (22.03%)
18 23 38  #SUP: 77692 (22.84%)
12 23 38  #SUP: 77761 (22.86%)
17 23 38  #SUP: 77897 (22.90%)
8 10 23  #SUP: 52194 (15.34%)
10 23 41  #SUP: 52813 (15.52%)
10 23 63  #SUP: 53577 (15.75%)
10 23 43  #SUP: 56263 (16.54%)
10 23 25  #SUP: 57628 (16.94%)
10 23 28  #SUP: 58818 (17.29%)
10 15 23  #SUP: 59427 (17.47%)
10 23 24  #SUP: 61649 (18.12%)
10 23 27  #SUP: 64916 (19.08%)
10 23 29  #SUP: 69396 (20.40%)
10 21 23  #SUP: 70650 (20.77%)
10 23 31  #SUP: 70950 (20.86%)
10 16 23  #SUP: 76281 (22.42%)
10 18 23  #SUP: 79347 (23.32%)
10 12 23  #SUP: 79556 (23.39%)
10 17 23  #SUP: 79705 (23.43%)
23 25 59  #SUP: 56804 (16.70%)
23 28 59  #SUP: 61818 (18.17%)
15 23 59  #SUP: 63064 (18.54%)
23 24 59  #SUP: 64959 (19.10%)
23 43 59  #SUP: 68079 (20.01%)
23 27 59  #SUP: 70895 (20.84%)
23 41 59  #SUP: 71600 (21.05%)
23 29 59  #SUP: 73612 (21.64%)
21 23 59  #SUP: 75265 (22.12%)
16 23 59  #SUP: 78460 (23.06%)
23 31 59  #SUP: 78762 (23.15%)
12 23 59  #SUP: 80625 (23.70%)
18 23 59  #SUP: 80647 (23.71%)
17 23 59  #SUP: 80954 (23.80%)
23 59 63  #SUP: 51599 (15.17%)
1 23 63  #SUP: 52937 (15.56%)
22 23 63  #SUP: 53049 (15.59%)
8 23 63  #SUP: 55964 (16.45%)
23 25 63  #SUP: 58704 (17.26%)
23 28 63  #SUP: 60268 (17.72%)
15 23 63  #SUP: 61100 (17.96%)
23 41 63  #SUP: 61145 (17.97%)
23 43 63  #SUP: 64980 (19.10%)
23 24 63  #SUP: 65564 (19.27%)
23 27 63  #SUP: 68716 (20.20%)
23 29 63  #SUP: 72687 (21.37%)
21 23 63  #SUP: 74302 (21.84%)
23 31 63  #SUP: 75803 (22.28%)
16 23 63  #SUP: 79256 (23.30%)
18 23 63  #SUP: 82373 (24.21%)
12 23 63  #SUP: 82460 (24.24%)
17 23 63  #SUP: 82481 (24.25%)
8 22 23  #SUP: 55484 (16.31%)
22 23 59  #SUP: 56331 (16.56%)
1 22 23  #SUP: 60161 (17.68%)
22 23 25  #SUP: 62478 (18.37%)
22 23 41  #SUP: 63942 (18.80%)
22 23 28  #SUP: 64217 (18.88%)
15 22 23  #SUP: 64395 (18.93%)
22 23 24  #SUP: 65126 (19.14%)
22 23 43  #SUP: 65356 (19.21%)
22 23 27  #SUP: 69042 (20.30%)
22 23 29  #SUP: 72397 (21.28%)
21 22 23  #SUP: 75663 (22.24%)
22 23 31  #SUP: 77892 (22.90%)
16 22 23  #SUP: 80212 (23.58%)
18 22 23  #SUP: 82613 (24.28%)
12 22 23  #SUP: 82695 (24.31%)
17 22 23  #SUP: 82772 (24.33%)
1 23 59  #SUP: 58388 (17.16%)
1 23 25  #SUP: 59305 (17.43%)
1 8 23  #SUP: 60313 (17.73%)
1 23 28  #SUP: 65213 (19.17%)
1 15 23  #SUP: 65332 (19.20%)
1 23 41  #SUP: 65500 (19.25%)
1 23 43  #SUP: 67179 (19.75%)
1 23 24  #SUP: 68400 (20.11%)
1 23 27  #SUP: 69606 (20.46%)
1 23 29  #SUP: 73265 (21.54%)
1 21 23  #SUP: 75914 (22.32%)
1 23 31  #SUP: 79547 (23.38%)
1 16 23  #SUP: 81144 (23.85%)
1 18 23  #SUP: 83249 (24.47%)
1 12 23  #SUP: 83271 (24.48%)
1 17 23  #SUP: 83586 (24.57%)
8 23 59  #SUP: 56269 (16.54%)
8 23 25  #SUP: 61016 (17.94%)
8 23 28  #SUP: 63204 (18.58%)
8 23 41  #SUP: 63229 (18.59%)
8 15 23  #SUP: 63248 (18.59%)
8 23 43  #SUP: 67468 (19.83%)
8 23 27  #SUP: 70064 (20.60%)
8 23 29  #SUP: 75808 (22.28%)
8 21 23  #SUP: 76248 (22.41%)
8 23 31  #SUP: 77762 (22.86%)
8 16 23  #SUP: 81462 (23.95%)
8 23 24  #SUP: 83298 (24.49%)
8 18 23  #SUP: 84296 (24.78%)
8 12 23  #SUP: 84498 (24.84%)
8 17 23  #SUP: 84713 (24.90%)
23 25 41  #SUP: 64526 (18.97%)
15 23 25  #SUP: 68552 (20.15%)
23 25 28  #SUP: 68722 (20.20%)
23 24 25  #SUP: 71275 (20.95%)
23 25 43  #SUP: 72379 (21.28%)
23 25 27  #SUP: 72757 (21.39%)
23 25 29  #SUP: 78118 (22.96%)
21 23 25  #SUP: 80043 (23.53%)
23 25 31  #SUP: 81534 (23.97%)
16 23 25  #SUP: 86473 (25.42%)
18 23 25  #SUP: 89309 (26.25%)
12 23 25  #SUP: 89522 (26.32%)
17 23 25  #SUP: 89588 (26.34%)
23 28 41  #SUP: 70673 (20.77%)
15 23 41  #SUP: 71928 (21.14%)
23 24 41  #SUP: 73639 (21.65%)
23 41 43  #SUP: 75232 (22.12%)
23 27 41  #SUP: 80058 (23.53%)
23 29 41  #SUP: 84439 (24.82%)
21 23 41  #SUP: 85388 (25.10%)
23 31 41  #SUP: 89447 (26.29%)
16 23 41  #SUP: 90324 (26.55%)
12 23 41  #SUP: 93122 (27.37%)
18 23 41  #SUP: 93124 (27.37%)
17 23 41  #SUP: 93423 (27.46%)
15 23 28  #SUP: 70381 (20.69%)
23 24 28  #SUP: 73656 (21.65%)
23 28 43  #SUP: 74136 (21.79%)
23 27 28  #SUP: 77998 (22.93%)
23 28 29  #SUP: 81722 (24.02%)
21 23 28  #SUP: 84015 (24.70%)
23 28 31  #SUP: 87243 (25.65%)
16 23 28  #SUP: 89312 (26.25%)
18 23 28  #SUP: 93368 (27.45%)
12 23 28  #SUP: 93559 (27.50%)
17 23 28  #SUP: 93667 (27.53%)
15 23 24  #SUP: 74419 (21.88%)
15 23 43  #SUP: 75127 (22.08%)
15 23 27  #SUP: 82257 (24.18%)
15 23 29  #SUP: 84532 (24.85%)
15 21 23  #SUP: 87781 (25.80%)
15 23 31  #SUP: 89137 (26.20%)
15 16 23  #SUP: 92607 (27.22%)
15 18 23  #SUP: 95621 (28.11%)
12 15 23  #SUP: 95794 (28.16%)
15 17 23  #SUP: 95893 (28.19%)
23 24 43  #SUP: 79480 (23.36%)
23 24 27  #SUP: 83211 (24.46%)
23 24 29  #SUP: 88499 (26.02%)
21 23 24  #SUP: 90041 (26.47%)
23 24 31  #SUP: 91466 (26.89%)
16 23 24  #SUP: 95659 (28.12%)
18 23 24  #SUP: 98995 (29.10%)
12 23 24  #SUP: 99150 (29.15%)
17 23 24  #SUP: 99428 (29.23%)
23 29 43  #SUP: 88622 (26.05%)
21 23 43  #SUP: 91086 (26.78%)
23 31 43  #SUP: 92264 (27.12%)
16 23 43  #SUP: 96658 (28.41%)
18 23 43  #SUP: 99931 (29.38%)
12 23 43  #SUP: 100031 (29.41%)
17 23 43  #SUP: 100038 (29.41%)
23 27 43  #SUP: 84750 (24.91%)
23 27 29  #SUP: 94334 (27.73%)
23 27 31  #SUP: 98886 (29.07%)
21 23 27  #SUP: 103362 (30.38%)
16 23 27  #SUP: 103397 (30.39%)
12 23 27  #SUP: 106981 (31.45%)
18 23 27  #SUP: 107014 (31.46%)
17 23 27  #SUP: 107131 (31.49%)
21 23 29  #SUP: 102543 (30.14%)
23 29 31  #SUP: 102851 (30.23%)
16 23 29  #SUP: 107661 (31.65%)
18 23 29  #SUP: 111522 (32.78%)
12 23 29  #SUP: 111779 (32.86%)
17 23 29  #SUP: 111927 (32.90%)
21 23 31  #SUP: 106544 (31.32%)
16 21 23  #SUP: 111152 (32.67%)
18 21 23  #SUP: 115111 (33.84%)
12 21 23  #SUP: 115264 (33.88%)
17 21 23  #SUP: 115363 (33.91%)
16 23 31  #SUP: 112956 (33.20%)
18 23 31  #SUP: 116046 (34.11%)
12 23 31  #SUP: 116184 (34.15%)
17 23 31  #SUP: 116292 (34.19%)
16 18 23  #SUP: 121732 (35.78%)
12 16 23  #SUP: 121942 (35.85%)
16 17 23  #SUP: 122031 (35.87%)
12 18 23  #SUP: 126038 (37.05%)
17 18 23  #SUP: 126153 (37.08%)
12 17 23  #SUP: 126442 (37.17%)
8 10 30  #SUP: 51410 (15.11%)
10 30 41  #SUP: 54835 (16.12%)
10 25 30  #SUP: 56380 (16.57%)
10 28 30  #SUP: 58825 (17.29%)
10 30 43  #SUP: 59944 (17.62%)
10 24 30  #SUP: 60275 (17.72%)
10 15 30  #SUP: 60339 (17.74%)
10 27 30  #SUP: 65217 (19.17%)
10 29 30  #SUP: 67632 (19.88%)
10 21 30  #SUP: 69286 (20.37%)
10 30 31  #SUP: 70402 (20.70%)
10 16 30  #SUP: 74327 (21.85%)
10 17 30  #SUP: 76273 (22.42%)
10 18 30  #SUP: 76303 (22.43%)
10 12 30  #SUP: 76313 (22.43%)
14 30 63  #SUP: 52258 (15.36%)
1 14 30  #SUP: 55683 (16.37%)
14 22 30  #SUP: 56336 (16.56%)
8 14 30  #SUP: 56814 (16.70%)
14 30 59  #SUP: 61716 (18.14%)
14 30 41  #SUP: 64192 (18.87%)
14 28 30  #SUP: 64772 (19.04%)
14 24 30  #SUP: 65763 (19.33%)
14 25 30  #SUP: 70727 (20.79%)
14 30 43  #SUP: 70872 (20.83%)
14 27 30  #SUP: 71957 (21.15%)
14 29 30  #SUP: 72636 (21.35%)
14 21 30  #SUP: 75800 (22.28%)
14 15 30  #SUP: 76982 (22.63%)
14 30 31  #SUP: 77974 (22.92%)
14 16 30  #SUP: 81637 (24.00%)
14 17 30  #SUP: 82018 (24.11%)
12 14 30  #SUP: 82046 (24.12%)
14 18 30  #SUP: 82193 (24.16%)
14 30 38  #SUP: 51343 (15.09%)
30 38 63  #SUP: 54753 (16.10%)
22 30 38  #SUP: 55331 (16.27%)
1 30 38  #SUP: 55404 (16.29%)
8 30 38  #SUP: 57818 (17.00%)
25 30 38  #SUP: 60746 (17.86%)
30 38 59  #SUP: 63176 (18.57%)
28 30 38  #SUP: 65549 (19.27%)
24 30 38  #SUP: 67176 (19.75%)
15 30 38  #SUP: 67863 (19.95%)
30 38 41  #SUP: 68412 (20.11%)
30 38 43  #SUP: 72772 (21.39%)
27 30 38  #SUP: 74539 (21.91%)
29 30 38  #SUP: 75514 (22.20%)
21 30 38  #SUP: 78315 (23.02%)
30 31 38  #SUP: 79922 (23.49%)
16 30 38  #SUP: 82270 (24.18%)
18 30 38  #SUP: 84083 (24.72%)
12 30 38  #SUP: 84119 (24.73%)
17 30 38  #SUP: 84168 (24.74%)
1 30 63  #SUP: 54768 (16.10%)
22 30 63  #SUP: 55091 (16.19%)
8 30 63  #SUP: 59796 (17.58%)
30 59 63  #SUP: 61571 (18.10%)
25 30 63  #SUP: 62864 (18.48%)
28 30 63  #SUP: 66032 (19.41%)
15 30 63  #SUP: 68099 (20.02%)
30 41 63  #SUP: 68495 (20.13%)
24 30 63  #SUP: 69473 (20.42%)
30 43 63  #SUP: 73759 (21.68%)
27 30 63  #SUP: 74636 (21.94%)
29 30 63  #SUP: 76641 (22.53%)
21 30 63  #SUP: 79036 (23.23%)
30 31 63  #SUP: 81232 (23.88%)
16 30 63  #SUP: 84101 (24.72%)
18 30 63  #SUP: 85982 (25.28%)
17 30 63  #SUP: 86003 (25.28%)
12 30 63  #SUP: 86024 (25.29%)
8 22 30  #SUP: 59959 (17.63%)
1 22 30  #SUP: 63869 (18.77%)
22 30 59  #SUP: 65889 (19.37%)
22 25 30  #SUP: 67741 (19.91%)
22 24 30  #SUP: 69523 (20.44%)
22 28 30  #SUP: 70780 (20.81%)
22 30 41  #SUP: 71188 (20.93%)
15 22 30  #SUP: 72239 (21.24%)
22 30 43  #SUP: 74477 (21.89%)
22 27 30  #SUP: 75231 (22.11%)
22 29 30  #SUP: 76433 (22.47%)
21 22 30  #SUP: 80650 (23.71%)
22 30 31  #SUP: 84040 (24.70%)
16 22 30  #SUP: 85548 (25.15%)
12 22 30  #SUP: 87079 (25.60%)
17 22 30  #SUP: 87107 (25.61%)
18 22 30  #SUP: 87118 (25.61%)
1 8 30  #SUP: 64941 (19.09%)
1 25 30  #SUP: 65019 (19.11%)
1 30 59  #SUP: 67568 (19.86%)
1 28 30  #SUP: 71454 (21.00%)
1 30 41  #SUP: 72610 (21.34%)
1 24 30  #SUP: 72858 (21.42%)
1 15 30  #SUP: 72893 (21.43%)
1 30 43  #SUP: 75811 (22.29%)
1 27 30  #SUP: 75998 (22.34%)
1 29 30  #SUP: 77336 (22.73%)
1 21 30  #SUP: 81452 (23.94%)
1 30 31  #SUP: 85073 (25.01%)
1 16 30  #SUP: 86380 (25.39%)
1 18 30  #SUP: 87604 (25.75%)
1 12 30  #SUP: 87606 (25.75%)
1 17 30  #SUP: 87775 (25.80%)
8 25 30  #SUP: 68175 (20.04%)
8 30 59  #SUP: 68340 (20.09%)
8 28 30  #SUP: 72141 (21.21%)
8 30 41  #SUP: 72758 (21.39%)
8 15 30  #SUP: 73400 (21.58%)
8 30 43  #SUP: 79151 (23.27%)
8 27 30  #SUP: 79203 (23.28%)
8 29 30  #SUP: 82520 (24.26%)
8 21 30  #SUP: 84362 (24.80%)
8 30 31  #SUP: 86837 (25.53%)
8 16 30  #SUP: 89664 (26.36%)
8 24 30  #SUP: 90703 (26.66%)
8 18 30  #SUP: 91550 (26.91%)
8 12 30  #SUP: 91685 (26.95%)
8 17 30  #SUP: 91911 (27.02%)
25 30 59  #SUP: 71034 (20.88%)
28 30 59  #SUP: 76863 (22.59%)
24 30 59  #SUP: 78224 (22.99%)
15 30 59  #SUP: 79344 (23.32%)
30 41 59  #SUP: 84998 (24.99%)
27 30 59  #SUP: 85486 (25.13%)
30 43 59  #SUP: 85518 (25.14%)
29 30 59  #SUP: 86590 (25.45%)
21 30 59  #SUP: 89887 (26.42%)
30 31 59  #SUP: 94157 (27.68%)
16 30 59  #SUP: 94549 (27.79%)
12 30 59  #SUP: 96043 (28.23%)
18 30 59  #SUP: 96106 (28.25%)
17 30 59  #SUP: 96140 (28.26%)
25 30 41  #SUP: 75621 (22.23%)
25 28 30  #SUP: 78331 (23.03%)
24 25 30  #SUP: 78475 (23.07%)
15 25 30  #SUP: 79447 (23.35%)
25 27 30  #SUP: 82955 (24.39%)
25 30 43  #SUP: 84485 (24.84%)
25 29 30  #SUP: 85530 (25.14%)
21 25 30  #SUP: 88816 (26.11%)
25 30 31  #SUP: 91719 (26.96%)
16 25 30  #SUP: 95352 (28.03%)
18 25 30  #SUP: 97190 (28.57%)
12 25 30  #SUP: 97230 (28.58%)
17 25 30  #SUP: 97331 (28.61%)
24 28 30  #SUP: 82955 (24.39%)
15 28 30  #SUP: 83833 (24.64%)
28 30 43  #SUP: 88772 (26.10%)
27 28 30  #SUP: 89825 (26.40%)
28 29 30  #SUP: 91549 (26.91%)
21 28 30  #SUP: 95001 (27.93%)
28 30 31  #SUP: 99162 (29.15%)
16 28 30  #SUP: 100804 (29.63%)
18 28 30  #SUP: 103479 (30.42%)
12 28 30  #SUP: 103521 (30.43%)
17 28 30  #SUP: 103660 (30.47%)
28 30 41  #SUP: 83121 (24.43%)
24 30 41  #SUP: 84057 (24.71%)
15 30 41  #SUP: 86048 (25.29%)
30 41 43  #SUP: 90636 (26.64%)
27 30 41  #SUP: 93038 (27.35%)
29 30 41  #SUP: 94779 (27.86%)
21 30 41  #SUP: 97728 (28.73%)
30 31 41  #SUP: 102078 (30.01%)
16 30 41  #SUP: 103049 (30.29%)
12 30 41  #SUP: 104944 (30.85%)
18 30 41  #SUP: 104952 (30.85%)
17 30 41  #SUP: 105117 (30.90%)
24 30 43  #SUP: 91832 (26.99%)
24 27 30  #SUP: 92793 (27.28%)
24 29 30  #SUP: 95622 (28.11%)
21 24 30  #SUP: 98427 (28.93%)
24 30 31  #SUP: 101042 (29.70%)
16 24 30  #SUP: 104242 (30.64%)
18 24 30  #SUP: 106447 (31.29%)
12 24 30  #SUP: 106495 (31.31%)
17 24 30  #SUP: 106723 (31.37%)
15 24 30  #SUP: 85348 (25.09%)
15 30 43  #SUP: 92115 (27.08%)
15 27 30  #SUP: 95538 (28.08%)
15 29 30  #SUP: 95757 (28.15%)
15 21 30  #SUP: 100040 (29.41%)
15 30 31  #SUP: 102753 (30.21%)
15 16 30  #SUP: 105702 (31.07%)
12 15 30  #SUP: 107674 (31.65%)
15 18 30  #SUP: 107699 (31.66%)
15 17 30  #SUP: 107863 (31.71%)
29 30 43  #SUP: 102187 (30.04%)
21 30 43  #SUP: 106186 (31.21%)
30 31 43  #SUP: 108230 (31.82%)
16 30 43  #SUP: 112054 (32.94%)
18 30 43  #SUP: 114338 (33.61%)
12 30 43  #SUP: 114342 (33.61%)
17 30 43  #SUP: 114359 (33.62%)
27 30 43  #SUP: 100296 (29.48%)
27 29 30  #SUP: 104474 (30.71%)
27 30 31  #SUP: 111140 (32.67%)
21 27 30  #SUP: 114088 (33.54%)
16 27 30  #SUP: 114873 (33.77%)
12 27 30  #SUP: 117304 (34.48%)
18 27 30  #SUP: 117369 (34.50%)
17 27 30  #SUP: 117372 (34.50%)
21 29 30  #SUP: 111350 (32.73%)
29 30 31  #SUP: 112636 (33.11%)
16 29 30  #SUP: 116483 (34.24%)
18 29 30  #SUP: 119157 (35.03%)
12 29 30  #SUP: 119241 (35.05%)
17 29 30  #SUP: 119320 (35.08%)
21 30 31  #SUP: 117540 (34.55%)
16 21 30  #SUP: 121111 (35.60%)
18 21 30  #SUP: 123912 (36.43%)
12 21 30  #SUP: 123952 (36.44%)
17 21 30  #SUP: 123995 (36.45%)
16 30 31  #SUP: 124051 (36.47%)
18 30 31  #SUP: 126184 (37.09%)
12 30 31  #SUP: 126266 (37.12%)
17 30 31  #SUP: 126360 (37.14%)
16 18 30  #SUP: 130786 (38.45%)
12 16 30  #SUP: 130852 (38.47%)
16 17 30  #SUP: 130872 (38.47%)
17 18 30  #SUP: 133590 (39.27%)
12 18 30  #SUP: 133595 (39.27%)
12 17 30  #SUP: 133642 (39.29%)

--- 4-itemsets HIẾM (MIXED) ---
12 17 18 33  #SUP: 52366 (15.39%)
16 18 31 82  #SUP: 52317 (15.38%)
12 16 31 82  #SUP: 52335 (15.38%)
16 17 31 82  #SUP: 52381 (15.40%)
12 17 31 82  #SUP: 53287 (15.66%)
17 18 31 82  #SUP: 53301 (15.67%)
12 18 31 82  #SUP: 53328 (15.68%)
12 16 17 82  #SUP: 54228 (15.94%)
12 16 18 82  #SUP: 54201 (15.93%)
16 17 18 82  #SUP: 54223 (15.94%)
12 17 18 82  #SUP: 55266 (16.25%)
17 18 29 61  #SUP: 51056 (15.01%)
12 17 29 61  #SUP: 51146 (15.03%)
12 16 21 61  #SUP: 51070 (15.01%)
16 17 21 61  #SUP: 51083 (15.02%)
17 18 21 61  #SUP: 52291 (15.37%)
12 18 21 61  #SUP: 52312 (15.38%)
12 17 21 61  #SUP: 52368 (15.39%)
16 18 31 61  #SUP: 53156 (15.63%)
12 16 31 61  #SUP: 53173 (15.63%)
16 17 31 61  #SUP: 53253 (15.65%)
12 18 31 61  #SUP: 54321 (15.97%)
17 18 31 61  #SUP: 54348 (15.98%)
12 17 31 61  #SUP: 54414 (16.00%)
12 16 18 61  #SUP: 55200 (16.23%)
16 17 18 61  #SUP: 55268 (16.25%)
12 16 17 61  #SUP: 55354 (16.27%)
12 17 18 61  #SUP: 56581 (16.63%)
12 17 29 44  #SUP: 51357 (15.10%)
17 18 29 44  #SUP: 51379 (15.10%)
12 18 29 44  #SUP: 51472 (15.13%)
17 21 27 44  #SUP: 51076 (15.01%)
12 21 27 44  #SUP: 51134 (15.03%)
18 21 27 44  #SUP: 51161 (15.04%)
16 17 27 44  #SUP: 51385 (15.11%)
12 16 27 44  #SUP: 51468 (15.13%)
16 18 27 44  #SUP: 51523 (15.15%)
12 17 27 44  #SUP: 52603 (15.46%)
17 18 27 44  #SUP: 52656 (15.48%)
12 18 27 44  #SUP: 52765 (15.51%)
17 21 31 44  #SUP: 51887 (15.25%)
12 21 31 44  #SUP: 51917 (15.26%)
18 21 31 44  #SUP: 51921 (15.26%)
16 17 21 44  #SUP: 53677 (15.78%)
12 16 21 44  #SUP: 53788 (15.81%)
